Tarih,Uretilen_Adet,Toplam_Rota_Suresi,Uretim_Net_Kg,Uretim_Brut_Kg,Pik_Adet,Sfr_Adet,Adi_Adet,Tipi_Bos_Adet,Kontrol,Pik_Yuzde,Sfr_Yuzde,Pik_Net_Kg,Sfr_Net_Kg,Adi_Net_Kg,Tipi_Bos_Net_Kg,Kontrol_Kg,Pik_Kg_Yuzde,Sfr_Kg_Yuzde,Enerji_kWh
2024-06-26,1212,8507.55,17515.43,17522.59,681,365,133,33,0,0.561881,0.301155,8836.77,7213.77,1374.03,90.87,0,0.504513,0.411852,3597.33
2024-06-27,1185,17315.89,15789.71,15791.06,498,310,357,20,0,0.420253,0.261603,6443.6,5051.98,4241.11,53.01,0,0.408089,0.319954,4997.62
2024-06-28,903,10335.53,10222.75,10222.75,526,183,132,62,0,0.582503,0.202658,6216.07,3106.17,835.73,64.78,0,0.608062,0.303849,3401.15
2024-06-29,0,0.0,0.0,2.62,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1453.73
2024-06-30,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1301.25
2024-07-01,840,26498.11,9615.03,9615.46,375,234,208,23,0,0.446429,0.278571,3807.65,3314.16,2444.23,48.99,0,0.39601,0.344686,6386.91
2024-07-02,625,11773.89,7085.62,7086.0,338,143,136,8,0,0.5408,0.2288,3632.76,2498.45,931.08,23.34,0,0.512695,0.352608,3315.86
2024-07-03,324,23040.14,3188.7,3188.92,136,70,73,45,0,0.419753,0.216049,1274.36,1035.67,800.34,78.33,0,0.399649,0.324793,5204.07
2024-07-04,707,8199.5,8105.49,8109.92,393,188,91,35,0,0.55587,0.265912,3870.49,3530.53,688.34,16.12,0,0.477515,0.435573,2723.07
2024-07-05,516,18575.71,6671.46,6674.75,215,162,100,39,0,0.416667,0.313953,2675.57,3152.32,777.01,66.55,0,0.401047,0.472509,4966.38
2024-07-06,0,0.0,0.0,6.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1364.47
2024-07-07,0,0.0,0.0,0.21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1338.28
2024-07-08,565,8572.25,6326.65,6326.65,235,150,136,44,0,0.415929,0.265487,2376.28,2496.87,1422.21,31.29,0,0.375599,0.394658,2765.83
2024-07-09,1360,17411.2,18166.71,18166.71,729,461,134,36,0,0.536029,0.338971,8755.28,8493.97,861.77,55.69,0,0.481941,0.467557,5576.06
2024-07-10,1157,7932.49,12067.45,12067.45,577,262,217,101,0,0.498704,0.226448,5194.64,4347.02,2303.55,222.24,0,0.430467,0.360227,3213.46
2024-07-11,629,12606.19,8060.79,8060.91,338,156,114,21,0,0.537361,0.248013,4325.8,2399.92,1303.56,31.51,0,0.536647,0.297727,3393.06
2024-07-12,873,18371.4,11424.56,11426.86,397,209,222,45,0,0.454754,0.239404,5538.7,3586.57,2183.18,116.1,0,0.484807,0.313935,5176.98
2024-07-13,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1671.28
2024-07-14,0,0.0,0.0,2.58,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1830.59
2024-07-15,703,16747.66,8598.72,8603.16,404,168,94,37,0,0.57468,0.238976,4768.77,2861.55,923.08,45.32,0,0.554591,0.332787,4331.51
2024-07-16,1078,15851.94,12373.09,12373.79,632,287,108,51,0,0.586271,0.266234,7438.58,4054.43,853.0,27.08,0,0.60119,0.327681,4737.22
2024-07-17,544,7654.58,6171.89,6172.76,220,178,96,50,0,0.404412,0.327206,2469.16,2964.97,617.36,120.41,0,0.400065,0.480398,2580.84
2024-07-18,653,11674.77,8064.12,8069.55,282,150,189,32,0,0.431853,0.229709,3383.19,2957.83,1694.27,28.83,0,0.419536,0.366789,3353.81
2024-07-19,0,0.0,0.0,4.27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1467.77
2024-07-20,0,0.0,0.0,0.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1188.58
2024-07-21,0,0.0,0.0,0.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1358.56
2024-07-22,249,8165.27,2509.11,2510.46,138,53,44,14,0,0.554217,0.212851,1411.44,755.53,323.03,19.11,0,0.562527,0.301116,2123.13
2024-07-23,1144,10287.62,13094.56,13094.56,691,231,213,9,0,0.604021,0.201923,6260.64,4291.54,2517.92,24.46,0,0.47811,0.327735,3829.05
2024-07-24,1184,14437.02,14682.4,14685.79,633,310,198,43,0,0.534628,0.261824,8038.37,4479.53,2054.98,109.52,0,0.547483,0.305095,4390.67
2024-07-25,434,12147.76,5396.03,5396.03,208,98,87,41,0,0.479263,0.225806,2852.27,1803.68,634.36,105.73,0,0.528587,0.33426,3133.33
2024-07-26,346,12042.55,4045.94,4051.95,158,105,82,1,0,0.456647,0.303468,1491.84,1894.74,659.15,0.21,0,0.368724,0.468307,3249.44
2024-07-27,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1432.29
2024-07-28,0,0.0,0.0,0.65,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1365.58
2024-07-29,371,10853.15,3996.01,3996.72,201,80,84,6,0,0.541779,0.215633,1951.35,1193.29,850.52,0.85,0,0.488324,0.298621,2889.52
2024-07-30,699,8313.79,7267.73,7269.2,322,143,197,37,0,0.460658,0.204578,3946.65,2095.24,1198.28,27.56,0,0.543037,0.288293,2723.26
2024-07-31,694,11052.36,7833.75,7834.45,368,141,148,37,0,0.530259,0.20317,4087.16,2058.84,1583.14,104.61,0,0.521737,0.262817,3398.06
2024-08-01,883,13038.14,11241.59,11244.96,476,299,106,2,0,0.539071,0.338618,5342.95,5167.3,729.33,2.02,0,0.475284,0.459659,3910.1
2024-08-02,992,15431.06,13273.09,13274.83,501,343,115,33,0,0.50504,0.345766,6877.27,5349.04,1037.8,8.98,0,0.518136,0.402999,4679.0
2024-08-03,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1573.39
2024-08-04,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1309.97
2024-08-05,972,21709.58,10421.97,10424.18,571,251,121,29,0,0.587449,0.25823,5671.41,3967.91,748.56,34.09,0,0.544179,0.380726,5779.15
2024-08-06,880,11535.49,10781.04,10781.35,420,222,210,28,0,0.477273,0.252273,4538.73,4243.69,1980.66,17.96,0,0.420992,0.393626,3787.47
2024-08-07,1174,18733.92,15777.27,15777.27,531,366,180,97,0,0.4523,0.311755,7266.49,6455.94,1847.19,207.65,0,0.460567,0.409193,5665.41
2024-08-08,674,17232.33,6613.9,6613.9,295,196,109,74,0,0.437685,0.290801,3045.25,2790.52,724.8,53.34,0,0.460431,0.421918,4316.47
2024-08-09,798,16852.88,9355.59,9355.59,378,198,140,82,0,0.473684,0.24812,3784.0,3670.9,1672.28,228.42,0,0.404464,0.392375,4514.44
2024-08-10,0,0.0,0.0,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1585.12
2024-08-11,0,0.0,0.0,1.89,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1573.74
2024-08-12,812,6350.91,11167.68,11169.99,468,199,139,6,0,0.576355,0.245074,6538.59,3705.49,911.79,11.81,0,0.585492,0.331805,2574.66
2024-08-13,423,16439.95,4545.43,4545.62,178,102,109,34,0,0.420804,0.241135,2000.91,1590.31,910.85,43.36,0,0.440203,0.34987,4121.49
2024-08-14,968,15285.51,10441.94,10445.14,494,254,154,66,0,0.510331,0.262397,4820.95,4092.34,1446.79,81.85,0,0.461691,0.391914,4806.9
2024-08-15,890,19287.26,11394.48,11402.59,520,196,140,34,0,0.58427,0.220225,6807.39,3430.97,1061.3,94.82,0,0.597429,0.301108,5075.01
2024-08-16,459,13842.66,5627.02,5628.82,265,96,77,21,0,0.577342,0.20915,3263.37,1412.36,894.92,56.37,0,0.579947,0.250996,3526.31
2024-08-17,0,0.0,0.0,2.03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1416.11
2024-08-18,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1380.09
2024-08-19,976,21426.61,12211.4,12211.4,577,265,128,6,0,0.591189,0.271516,5521.95,5188.12,1495.67,5.66,0,0.452196,0.424858,5653.4
2024-08-20,893,18126.93,10702.28,10702.28,406,273,133,81,0,0.454647,0.305711,4981.07,4377.31,1321.06,22.85,0,0.465421,0.409007,4892.9
2024-08-21,620,10080.85,6824.7,6824.7,298,173,106,43,0,0.480645,0.279032,3231.63,2686.22,881.45,25.41,0,0.473519,0.393603,3077.55
2024-08-22,596,19678.11,7841.66,7841.66,339,153,86,18,0,0.568792,0.256711,3935.76,2977.19,925.54,3.17,0,0.501904,0.379664,5144.15
2024-08-23,1384,15989.25,18152.88,18153.14,724,303,320,37,0,0.523121,0.218931,9134.82,5822.5,3127.58,67.98,0,0.503216,0.320748,4960.66
2024-08-24,0,0.0,0.0,0.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1577.17
2024-08-25,0,0.0,0.0,1.74,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1943.46
2024-08-26,944,10927.3,11231.51,11231.51,416,236,256,36,0,0.440678,0.25,3938.65,4561.45,2709.83,21.58,0,0.350679,0.40613,3681.1
2024-08-27,1100,12175.81,12620.21,12622.24,512,226,321,41,0,0.465455,0.205455,4620.43,4153.2,3753.53,93.05,0,0.366114,0.329091,4074.13
2024-08-28,892,3819.01,9663.13,9665.49,441,258,184,9,0,0.494395,0.289238,4142.63,4207.49,1303.5,9.51,0,0.428705,0.435417,2249.42
2024-08-29,625,18922.79,6583.34,6583.34,254,131,182,58,0,0.4064,0.2096,2619.67,2609.02,1320.18,34.47,0,0.397923,0.396306,4846.18
2024-08-30,1155,19235.44,12699.12,12702.55,497,305,308,45,0,0.430303,0.264069,5391.39,5308.97,1975.77,22.99,0,0.424548,0.418058,5486.85
2024-08-31,0,0.0,0.0,3.49,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1716.99
2024-09-01,0,0.0,0.0,7.72,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1415.0
2024-09-02,675,12600.94,8406.9,8410.77,278,221,121,55,0,0.411852,0.327407,3094.48,4148.87,1080.94,82.61,0,0.368088,0.493508,3886.15
2024-09-03,1245,14728.73,15316.76,15320.54,740,373,114,18,0,0.594378,0.299598,8208.73,6042.41,1040.67,24.96,0,0.535931,0.394496,4813.29
2024-09-04,955,20185.94,12257.44,12257.44,565,277,73,40,0,0.591623,0.290052,7479.66,4272.78,503.96,1.03,0,0.610214,0.348587,5812.44
2024-09-05,0,0.0,0.0,3.15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1701.91
2024-09-06,715,10132.46,7049.56,7051.52,342,144,191,38,0,0.478322,0.201399,3518.53,2179.72,1288.02,63.3,0,0.499113,0.309199,3181.44
2024-09-07,0,0.0,0.0,0.59,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1336.67
2024-09-08,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1577.01
2024-09-09,1191,14286.63,15232.53,15232.53,720,360,109,2,0,0.604534,0.302267,8414.78,6092.17,724.17,1.42,0,0.552421,0.399945,4679.76
2024-09-10,698,3036.6,7842.07,7842.07,396,149,145,8,0,0.567335,0.213467,3699.87,2704.51,1419.52,18.18,0,0.471797,0.344872,1682.05
2024-09-11,1012,20920.85,14323.96,14324.89,617,291,88,16,0,0.609684,0.287549,7885.63,5815.93,612.69,9.72,0,0.55052,0.406028,5527.72
2024-09-12,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1434.04
2024-09-13,628,10413.49,7020.15,7020.15,350,186,83,9,0,0.557325,0.296178,3327.09,2908.84,760.65,23.57,0,0.473934,0.414356,3356.87
2024-09-14,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1290.56
2024-09-15,0,0.0,0.0,3.33,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1794.22
2024-09-16,565,13064.98,6303.33,6309.65,281,186,86,12,0,0.497345,0.329204,3046.37,2660.22,589.79,6.95,0,0.483295,0.422035,3585.97
